entrez_id	dummy_covar
79501	0.37131905948014793
100996442	1.2151011362868185
729759	0.021363167068691586
81399	1.3799496350612583
148398	-1.0728529297278357
26155	-0.49365857092622034
339451	1.9470695283322421
84069	1.7941120910197672
84808	-0.9976872152335089
57801	-1.021219277260477
9636	0.6346260905164899
375790	1.1405664911576445
401934	0.6103055525491012
54991	-1.2107229678783988
254173	-2.2254406331522936
8784	0.5231627121949615
7293	-2.0030413995330525
51150	-2.1549024793017946
126792	-0.196004785066638
388581	0.5448223065780262
118424	0.6333158349188234
6339	0.7531311830749621
116983	-0.29390664867925986
126789	-0.33175256594145486
54973	1.2507098296810102
80772	0.01753964679782472
83756	-0.2357728741602041
1855	1.703677134615973
54587	-0.9225592481347525
54998	-0.2978857741675961
81669	0.04850437494559884
55052	-1.222262700896043
441869	-1.430107251805476
643965	-0.6671092299617072
64856	0.8793890130427258
219293	0.29185160222786233
83858	1.0306336543384889
55210	0.2579992900514287
339453	0.42881255891719394
29101	0.005375932383926015
643988	-0.7750076750428719
142678	-0.4372498792019283
8510	-0.7348314346959075
984	-1.4693854200876706
728661	-1.419371221049792
728642	1.2212734589112475
9906	0.001853020513010408
65220	0.40365666466284617
2782	-1.2939657680940664
163688	-0.19838346872667434
339456	-1.3053607210605296
85452	0.22792307793228694
2563	2.295129227190317
5590	-0.46827932441497344
100506504	-0.02545633859997223
199990	1.427352657438025
6497	1.393223464947381
79906	-1.0263751982342166
11079	0.9996858832095541
5192	-0.5017352205884519
9651	-0.6025319082319851
55229	-0.26213784621021
388585	0.16022615027151998
8764	-0.7372543885021647
127281	0.9182376057826229
79258	0.7038473259303146
100287898	-0.1639274121877295
140625	-0.9572457523398774
63976	-0.4123587432175241
27237	1.3069935070424843
1953	-1.727589060466797
127262	1.481421291344614
49856	-1.756569187079864
7161	0.9253145321142756
148870	0.6254103529247522
388588	1.351455312500446
57470	-0.5958145447980816
9731	-2.2323053693023693
1677	-1.573891152928283
339448	-2.300672614373212
55966	0.8390153564226469
261734	-1.1357855726639174
8514	-0.19063132239486882
26038	-0.24933836853947
6146	-0.7994583603231017
388591	0.8185345541373121
23463	-0.08444604645893206
390992	-0.19454477842576692
387509	0.5009995578249109
11332	-0.16686794507210573
54626	-0.3110490461823681
83715	-1.1247182405873795
8718	-1.144688140251454
57449	-1.42734235346867
79707	-1.3398707473621776
80835	0.6624791515673548
3104	-0.9715892060250195
9903	0.960272171338685
148479	0.7172273294314676
90326	-2.3267672422791166
55735	1.1901803122447254
23261	0.7876128790740802
9341	0.17314037263048718
8863	-0.06441747169997873
10911	1.3618050430045185
3604	0.9456086313949017
11315	1.8320830603900866
54206	-0.5112886290361428
50651	0.3837264142121185
473	-2.5006004213001765
2023	-0.8894279066301639
765	-1.5848869957199236
155184	1.2554003691131395
6518	-0.21670008032070429
80045	0.13685045113078725
9563	0.06528997514381274
80176	-0.1723972385688385
84275	0.3241263931990692
199953	0.282329318375264
5293	-0.27322066266129014
22883	-0.21697141020134417
56998	-0.6793891923073467
84328	0.6482722004965303
64802	0.5225679138115379
116362	-1.506152578460758
10277	0.14092197683037694
23095	1.1459149675629043
5226	1.5945190821341677
378708	-0.34696123761783526
100526739	0.7282431600965481
1325	-1.9664302265909364
1676	-0.7948577155745549
5195	-1.6155896396768066
54897	1.649345804484164
148345	-0.3167632343431182
23435	-0.401378955500658
10747	0.7277965877238451
6723	0.7033934483504914
5394	-1.4235273595049955
2475	2.323966334936533
10218	0.5940827872187442
29914	0.06780988213601494
57540	1.7441547441229486
26232	-0.1902868521890786
93611	-0.8165505452195142
26270	-1.8627242135293824
10459	-1.0041714734893599
374946	-0.8635775303983392
57085	0.42051730267432463
284498	0.7793658194299242
4524	-0.5090925481518371
1185	0.1298037627046868
4878	0.3659600435781514
4879	1.7155546220588531
90231	-0.6602769210429204
5351	-1.3942993323938853
9927	-0.39752512260896133
60672	-0.1352040858291308
943	1.674146506993902
7133	1.718251522254765
55187	0.813986448059506
9249	0.037858694589563896
343066	0.8283638903867738
126767	0.40850719462669305
93190	-1.2684676929953886
390999	0.4620913907519613
65121	-0.5322784259256217
440560	0.7644142814396038
343069	-0.3762943108280681
65122	-0.5841922301994625
400735	1.3081998063773215
343071	-1.9101970157619006
441871	-1.6250596602571667
440561	-1.931056640448075
653606	0.6122306580509945
441873	0.10164743821181223
440563	-0.5396409852639693
645359	-0.3971033157242474
343068	-0.5574583718187678
391002	0.5553217010721211
645382	1.1907930486628622
343070	-0.6150175213681766
400736	0.1582620891535782
391003	0.6101622648765417
654348	0.6692998028306596
653619	0.8694828059225269
729528	-2.322897913308936
645414	-0.2645407359031823
391004	0.21518928070739576
